Target_genes	CREBBP|Average	SRX359408|293	SRX359409|293	SRX359410|293	SRX359411|293	SRX660077|Adipose-Derived_Mesenchymal_Stem_Cells	SRX660078|Adipose-Derived_Mesenchymal_Stem_Cells	SRX2339191|B-Lymphocytes	SRX2339193|B-Lymphocytes	SRX017698|CD4-Positive_T-Lymphocytes	SRX100258|H3396	SRX100259|H3396	SRX100261|H3396	SRX100262|H3396	SRX100263|H3396	SRX100264|H3396	SRX3324957|IMR-90	SRX3324958|IMR-90	SRX3324959|IMR-90	SRX3324960|IMR-90	SRX015827|Jurkat_(Clone_E6-1)	SRX116429|K-562	SRX186770|K-562	SRX7214024|Keratinocytes	SRX7214025|Keratinocytes	SRX7214026|Keratinocytes	SRX7214027|Keratinocytes	SRX159188|LS-180	SRX159189|LS-180	SRX5839976|Macrophages	SRX5839977|Macrophages	SRX5839978|Macrophages	SRX5839979|Macrophages	SRX5162246|Placenta	SRX5162247|Placenta	SRX5162248|Placenta	SRX018277|T98G	SRX018280|T98G	SRX018281|T98G	STRING
TUBB2A	47.421053	180	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	556	228	283	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC35C2	47.421053	388	570	205	0	0	0	130	156	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	90	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0
NLRP1	47.421053	0	0	0	0	0	0	116	0	275	0	0	0	0	0	0	0	0	0	0	88	0	0	228	568	135	392	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRF1L	47.421053	493	455	172	0	0	0	224	333	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX19A	47.421053	148	245	160	0	0	0	0	0	457	0	0	0	0	0	0	0	207	0	99	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0
PSMG1	47.394737	680	593	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMUT	47.394737	250	310	143	0	0	0	0	0	217	0	0	0	0	0	0	0	192	0	0	0	0	0	289	223	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPQ	47.394737	250	310	143	0	0	0	0	0	217	0	0	0	0	0	0	0	192	0	0	0	0	0	289	223	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC3	47.368421	241	311	173	0	0	0	0	225	152	0	0	0	0	0	0	0	0	102	0	0	0	0	0	142	0	134	0	0	156	0	0	0	0	0	0	0	0	164	0
ATP5MC2	47.368421	200	174	253	0	0	0	336	486	260	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAA50	47.342105	269	264	153	0	218	0	366	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C8orf86	47.342105	0	0	0	0	134	111	0	207	0	0	0	0	0	0	0	0	0	102	0	0	0	0	102	213	174	147	0	0	0	0	0	0	0	0	0	0	150	459	0
ATP6V1A	47.342105	269	264	153	0	218	0	366	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRCC	47.315789	310	412	0	0	0	0	224	280	214	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	121	82	0	0	0	0	0	0	0	0	0
SYMPK	47.289474	130	183	0	0	0	0	509	813	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SP3	47.289474	424	452	0	0	0	0	143	238	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	197	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646	47.263158	308	246	0	0	0	0	276	435	179	0	0	0	0	0	0	0	122	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KIAA0232	47.236842	379	477	0	0	0	0	120	156	84	0	0	0	0	0	0	0	0	0	0	124	0	0	156	172	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
CCL3	47.210526	0	0	0	0	0	0	619	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	196	106	0	0	0	0	0	0	0	0
EXOSC4	47.184211	198	174	0	0	0	0	550	507	149	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
RANGAP1	47.131579	224	259	142	0	0	0	207	362	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0
TBC1D23	47.105263	268	367	153	0	0	0	160	228	292	0	0	0	0	0	0	0	128	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRPL39	47.078947	362	325	140	0	0	0	131	0	0	0	0	0	0	0	0	129	350	104	161	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INTS10	47.078947	262	292	202	0	0	0	369	329	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF383	47.052632	161	232	111	0	0	0	145	175	0	0	0	0	0	0	0	0	246	0	110	155	229	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RSF1	47.052632	351	221	0	0	0	0	230	751	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPF38B	47.052632	405	550	302	0	0	0	83	135	104	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABPB2	47.052632	438	428	163	0	0	0	175	213	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0
AAMDC	47.052632	351	221	0	0	0	0	230	751	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGD2	47.026316	188	240	0	0	0	0	0	122	0	0	0	0	0	0	0	0	131	0	0	0	0	0	347	323	208	228	0	0	0	0	0	0	0	0	0	0	0	0	0
REV3L	47.026316	472	596	175	0	111	0	107	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNAB2	47.026316	181	173	0	0	0	0	368	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H15	47.000000	209	310	189	0	0	0	231	139	163	0	0	0	0	0	0	0	154	0	0	154	0	0	0	144	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
DBI	47.000000	164	138	0	0	0	0	246	209	0	0	0	0	0	0	0	0	0	0	0	214	0	0	217	305	0	196	0	0	0	97	0	0	0	0	0	0	0	0	0
CDK19	47.000000	235	344	121	0	0	0	277	527	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2orf76	47.000000	164	138	0	0	0	0	246	209	0	0	0	0	0	0	0	0	0	0	0	214	0	0	217	305	0	196	0	0	0	97	0	0	0	0	0	0	0	0	0
ARHGAP25	47.000000	0	141	0	0	0	0	918	372	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	119	121	0	0	0	0	0	0	0	0	0
AMD1	47.000000	235	344	121	0	0	0	277	527	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GNA13	46.973684	295	404	201	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	192	338	0	126	0	0	97	0	0	0	0	0	0	0	0	0	0
DHX9	46.973684	432	396	397	0	0	0	202	214	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL5	46.947368	243	240	100	0	0	0	428	601	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNRPA1	46.947368	471	519	383	0	0	0	146	0	157	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERG28	46.947368	243	240	100	0	0	0	428	601	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH1	46.921053	155	224	0	0	0	0	0	106	219	0	0	0	0	0	0	0	126	0	122	0	0	0	240	448	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0
INSC	46.921053	0	92	0	0	0	0	668	1023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTHFD2L	46.894737	435	393	166	0	0	123	205	331	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HSP90AA1	46.868421	655	507	171	0	0	0	109	155	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WIPF2	46.842105	0	97	0	0	0	0	580	1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SYNJ2	46.842105	286	345	116	0	0	0	0	97	0	0	0	0	0	0	0	0	0	161	0	0	0	0	104	301	0	134	0	0	0	0	0	0	0	0	0	0	0	236	0
ANK3	46.842105	319	330	0	0	0	123	255	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUT7	46.815789	272	209	189	0	0	0	303	140	150	0	0	0	0	0	0	0	0	0	0	139	0	0	0	202	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA10	46.815789	353	561	227	0	0	0	0	0	116	0	0	0	0	0	0	86	243	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DARS2	46.815789	0	229	165	0	84	0	388	534	190	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CENPL	46.815789	0	229	165	0	84	0	388	534	190	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TATDN2	46.789474	334	431	0	0	0	0	280	575	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCC	46.789474	323	380	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	288	123	193	0	0	0	0	0	0	0	0	0	0	0	180	0
FAM133B	46.763158	553	545	217	0	0	0	0	128	98	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOD1	46.736842	387	528	217	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	177	187	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0
HDAC2	46.736842	465	470	247	0	0	0	191	245	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TOB2	46.710526	204	313	260	0	0	0	135	135	111	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	302	76	0	80	0	0	0	0	0	0	0
TMEM123	46.710526	266	330	0	0	0	0	278	376	0	0	0	0	0	0	0	0	0	0	0	443	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0
LATS2	46.710526	101	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	509	119	267	107	0	0	0	0	0	0	0	0	0	0	241	0
ANKLE2	46.710526	318	247	0	0	0	0	274	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	128	0	130	0	0	73	0	0	0	0	0	0	0	0	0	0
HELZ2	46.684211	0	82	0	0	0	0	378	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	468	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL3	46.684211	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	665	91	284	0	0	169	0	0	0	0	0	0	0	0	0	0
TGOLN2	46.657895	428	432	253	0	0	0	102	0	333	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEK8	46.631579	0	0	0	0	0	0	532	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGAL	46.631579	0	0	0	0	0	0	631	636	137	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0
CRKL	46.631579	197	178	0	0	0	0	349	714	95	0	0	165	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMIM20	46.605263	156	369	158	0	0	0	547	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHEK1	46.605263	402	388	452	0	0	0	109	80	87	0	0	0	0	0	0	0	144	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BHLHE40	46.605263	130	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	477	140	279	0	92	105	0	0	0	0	0	0	0	0	0	0
CABIN1	46.578947	221	191	72	0	0	0	0	0	0	0	301	323	372	0	0	0	0	0	0	146	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0
TFAM	46.552632	272	548	137	0	0	0	231	380	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC19	46.552632	169	345	229	0	0	0	425	344	116	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF4G3	46.526316	141	225	160	0	0	0	617	288	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUFIP2	46.500000	321	314	242	0	0	0	183	149	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	178	0	0	0	0	0	0	0	0	0
RNF144B	46.473684	211	0	0	0	0	0	570	833	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICU2	46.473684	395	420	362	0	0	0	112	0	281	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF12A	46.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	315	590	246	261	0	0	0	0	0	0	0	0	0	0	0	149	0
STK19	46.421053	0	136	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	239	0	0	162	484	0	308	0	0	0	0	0	0	0	0	0	0	0	261	0
PIP4P2	46.421053	313	450	0	0	0	0	136	134	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	321	73	105	0	88	0	0	0	0	0	0	0	0	0	0	0
DXO	46.421053	0	136	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	239	0	0	162	484	0	308	0	0	0	0	0	0	0	0	0	0	0	261	0
C16orf74	46.421053	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	652	268	441	0	0	0	0	0	0	0	0	0	0	0	0	0
UNC50	46.394737	355	348	204	0	0	0	378	359	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMIE	46.394737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	674	274	410	0	0	0	0	0	0	0	0	0	0	0	0	0
TLNRD1	46.394737	290	361	105	0	0	0	268	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC29	46.394737	0	96	0	0	0	0	0	122	248	0	0	0	0	0	0	136	666	228	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0
COA5	46.394737	355	348	204	0	0	0	378	359	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD2BP2	46.394737	190	164	0	0	0	0	213	468	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	310	0	112	0	0	0	0	0	0	0	0	0	0	0	207	0
ALS2CL	46.394737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	674	274	410	0	0	0	0	0	0	0	0	0	0	0	0	0
SET	46.368421	413	309	0	0	0	0	404	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0
PRRC2A	46.368421	413	606	0	0	0	0	265	224	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHM1	46.368421	228	319	109	0	0	0	331	493	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGME1	46.368421	185	273	165	0	0	0	174	178	270	0	0	0	0	0	0	0	0	0	0	154	0	0	0	87	0	103	0	0	0	0	0	0	0	0	0	0	0	173	0
C11orf24	46.342105	310	205	0	0	0	0	337	208	121	0	0	0	0	0	0	0	0	0	0	0	0	0	136	244	0	118	0	0	0	0	0	0	0	0	0	0	0	82	0
SLC50A1	46.315789	207	196	0	0	0	0	148	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	405	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0
MAZ	46.289474	172	286	170	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	724	0	0	0	76	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0
AMMECR1L	46.289474	320	401	145	0	0	0	348	323	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HECTD1	46.263158	182	166	0	0	0	0	339	468	144	0	186	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMPK2	46.263158	156	164	0	0	0	0	628	810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAK1	46.236842	171	203	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	404	286	252	0	0	0	0	0	0	0	0	0	0	0	0	0
TAPBP	46.236842	0	0	0	0	0	0	753	770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	122	0
POLE3	46.236842	389	306	228	0	0	0	97	106	124	0	0	0	0	0	0	0	164	0	78	181	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIP7	46.236842	190	249	124	0	0	0	518	418	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
FBXO5	46.236842	400	455	172	0	0	0	148	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	281	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0
COMMD1	46.236842	286	422	157	0	0	0	133	101	123	0	0	0	0	0	0	0	150	0	0	155	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
COG8	46.236842	190	249	124	0	0	0	518	418	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
CCT4	46.236842	286	422	157	0	0	0	133	101	123	0	0	0	0	0	0	0	150	0	0	155	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0
C9orf43	46.236842	389	306	228	0	0	0	97	106	124	0	0	0	0	0	0	0	164	0	78	181	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STAT6	46.210526	0	0	0	0	0	0	394	537	0	0	0	0	0	0	0	0	0	0	0	111	0	0	127	280	132	175	0	0	0	0	0	0	0	0	0	0	0	0	0
YJU2	46.184211	0	0	0	0	117	0	0	381	192	0	157	214	230	0	0	0	346	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
SNX5	46.184211	185	273	165	0	0	0	167	178	270	0	0	0	0	0	0	0	0	0	0	154	0	0	0	87	0	103	0	0	0	0	0	0	0	0	0	0	0	173	0
PIGBOS1	46.184211	0	114	0	0	0	0	678	623	130	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGB	46.184211	0	114	0	0	0	0	678	623	130	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H6PD	46.157895	375	593	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMBIM6	46.131579	186	249	122	0	0	0	0	242	154	0	0	0	0	0	0	0	0	0	0	416	0	0	0	102	0	0	0	0	187	95	0	0	0	0	0	0	0	0	0
PRPF4	46.131579	311	354	375	0	0	0	168	199	252	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX18	46.131579	357	418	139	0	0	0	262	177	276	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC26	46.131579	311	354	375	0	0	0	168	199	252	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLR4	46.105263	0	0	0	0	0	0	663	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	184	118	96	0	0	0	0	0	0	0
VPS33A	46.078947	290	352	248	0	0	166	0	0	129	0	0	0	0	0	0	0	209	0	139	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MSTO1	46.000000	278	266	176	0	0	0	505	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OSBPL11	45.973684	237	239	0	0	0	0	487	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MCM7	45.921053	301	215	126	0	0	0	115	0	0	0	0	0	0	0	0	0	90	0	0	232	0	0	160	240	0	115	0	0	0	0	0	0	0	0	0	0	0	151	0
C1orf226	45.921053	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	751	213	361	0	0	0	0	0	0	0	0	0	0	0	0	0
AP4M1	45.921053	301	215	126	0	0	0	115	0	0	0	0	0	0	0	0	0	90	0	0	232	0	0	160	240	0	115	0	0	0	0	0	0	0	0	0	0	0	151	0
SPIDR	45.894737	262	327	149	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	127	0	0	0	219	330	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
KIF5B	45.868421	517	609	270	0	0	0	87	122	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WDR4	45.789474	321	500	275	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0
STAM2	45.789474	347	423	159	0	0	0	173	335	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNRC1	45.789474	247	240	89	0	0	0	120	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	130	0	0	282	108	0	0	0	0	0	0	0	130	0
ATF4	45.789474	456	547	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	111	0	0	0	0	164	0	0	0	0	0	0	0	0	81	0
SYAP1	45.736842	251	267	118	0	0	0	150	330	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0
PDIA4	45.710526	213	368	162	0	134	0	246	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0
ARL6IP5	45.710526	143	139	0	0	0	0	519	739	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHO1	45.657895	277	373	0	0	0	0	241	256	115	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG5	45.657895	231	384	177	0	0	0	157	132	156	0	0	0	0	0	0	0	0	0	0	108	0	0	0	139	0	88	0	0	0	0	0	0	0	0	0	0	0	163	0
TESPA1	45.631579	0	0	0	0	0	0	702	661	147	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GOT1	45.631579	248	200	149	0	138	0	114	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	178	146	249	0	0	0	0	0	0	0	0	0	0	0	0	0
PRKCI	45.605263	313	291	134	0	0	0	211	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	118	0	0	0	0	0	0	0	0	0	0	0	160	0
MRPL30	45.605263	0	0	0	0	117	0	246	251	449	0	0	0	0	0	0	0	373	0	0	175	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
MITD1	45.605263	0	0	0	0	117	0	246	251	449	0	0	0	0	0	0	0	373	0	0	175	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0
RIPK1	45.578947	209	339	0	0	0	0	437	350	120	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
RPS29	45.552632	206	274	145	0	0	0	242	268	154	0	0	0	0	0	0	0	0	109	0	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMAIP1	45.552632	299	268	141	0	0	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	263	0	144	0	0	282	0	0	0	0	0	0	0	0	0	0
ZNF777	45.526316	181	208	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	274	413	334	234	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPSAP1	45.526316	178	248	0	0	0	0	364	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
SFSWAP	45.500000	247	224	0	0	0	0	250	101	0	0	0	0	0	0	0	0	632	114	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP298-TCP10L	45.500000	152	264	0	0	0	0	240	284	116	0	0	0	0	0	0	0	143	0	84	332	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP298	45.500000	152	264	0	0	0	0	240	284	116	0	0	0	0	0	0	0	143	0	84	332	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
